"issue_key","issuetype_x","created_x","STEP","OB","EB","has_CODE","has_STACK","has_TESTCASE","TASK","has_ATTACHMENT","LINK","issuetype_y","created_y","wordcount","flesch","fog","lix","kinkaid","ari","colemanlieu","smog","issuetype_x","created_x","reporter_x","sp_estimator","reporter_bugnum","reporter_recent_bugnum","reporter_stable_sp_rate","estimator_bugnum","estimator_recent_bugnum","estimator_stable_sp_rate","assignee_bugnum","assignee_recent_bugnum","assignee_stable_sp_rate","issuetype_y","created_y","sp_change","text_multinomial","text_gaussian","text_bernoulli","text_complement","GROUP","collab_betweenness","collab_closeness","collab_clustering_coeff","collab_eigen_vector","collab_in_degree","collab_kcore","collab_out_degree","collab_total_degree","reporter_y","count_comment_before","count_summ_before","wordsDiff","firststorypoints","sp_sprint","sp_diff"
"MESOS-9729","Bug","2019-04-12T20:57:43.000+0000",0,0,0,True,False,False,0,False,0,"Bug","2019-04-12T20:57:43.000+0000",72,40.5296,19.1179,55.48717948717949,14.0654,19.40730769230769,17.8576,16.038404810405297,"Bug","2019-04-12T20:57:43.000+0000","chhsia0","chhsia0",101,14,0.7549019607843137,101,14,0.7549019607843137,109,13,0.7363636363636363,"Bug","2019-04-12T20:57:43.000+0000",False,0.0084545031997894,0.0,2.193855221179389e-09,0.0868845894244576,"S",0.3333333333333333,0.5,0.0,0.0,2.0,1.0,2.0,4.0,"chhsia0",0,0,0,1.0,1.0,0.0
"MESOS-9727","Bug","2019-04-11T00:07:54.000+0000",0,0,0,False,False,False,0,False,0,"Bug","2019-04-11T00:07:54.000+0000",73,56.0637,11.3548,45.27012987012987,9.2654,11.043376623376624,13.2318,10.745966692414834,"Bug","2019-04-11T00:07:54.000+0000","kaysoky","kaysoky",67,1,0.9558823529411764,67,1,0.9558823529411764,73,3,0.945945945945946,"Bug","2019-04-11T00:07:54.000+0000",False,0.0082489066399668,0.0,4.693721181004328e-12,0.0791770892845869,"A",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,"kaysoky",0,0,0,1.0,1.0,0.0
"MESOS-9727","Bug","2019-04-11T00:07:54.000+0000",0,0,0,False,False,False,0,False,0,"Bug","2019-04-11T00:07:54.000+0000",73,56.0637,11.3548,45.27012987012987,9.2654,11.043376623376624,13.2318,10.745966692414834,"Bug","2019-04-11T00:07:54.000+0000","kaysoky","kaysoky",67,1,0.9558823529411764,67,1,0.9558823529411764,73,3,0.945945945945946,"Bug","2019-04-11T00:07:54.000+0000",False,0.0082489066399668,0.0,4.693721181004328e-12,0.0791770892845869,"A",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,"kaysoky",0,0,0,1.0,1.0,0.0
"MESOS-9727","Bug","2019-04-11T00:07:54.000+0000",0,0,0,False,False,False,0,False,0,"Bug","2019-04-11T00:07:54.000+0000",73,56.0637,11.3548,45.27012987012987,9.2654,11.043376623376624,13.2318,10.745966692414834,"Bug","2019-04-11T00:07:54.000+0000","kaysoky","kaysoky",67,1,0.9558823529411764,67,1,0.9558823529411764,73,3,0.945945945945946,"Bug","2019-04-11T00:07:54.000+0000",False,0.0088030170484783,0.0,1.6084262942739328e-10,0.0971027703415675,"B",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,"kaysoky",0,0,0,1.0,1.0,0.0
"MESOS-9727","Bug","2019-04-11T00:07:54.000+0000",0,0,0,False,False,False,0,False,0,"Bug","2019-04-11T00:07:54.000+0000",73,56.0637,11.3548,45.27012987012987,9.2654,11.043376623376624,13.2318,10.745966692414834,"Bug","2019-04-11T00:07:54.000+0000","kaysoky","kaysoky",67,1,0.9558823529411764,67,1,0.9558823529411764,73,3,0.945945945945946,"Bug","2019-04-11T00:07:54.000+0000",False,0.0088030170484783,0.0,1.6084262942739328e-10,0.0971027703415675,"B",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,"kaysoky",0,0,0,1.0,1.0,0.0
"MESOS-9719","Bug","2019-04-10T03:34:15.000+0000",0,0,0,True,False,False,0,False,0,"Bug","2019-04-10T03:34:15.000+0000",242,19.1304,26.3741,83.4726368159204,21.6875,41.20195273631841,33.923,19.881943016134134,"Bug","2019-04-10T03:34:15.000+0000","chhsia0","chhsia0",100,14,0.7549019607843137,100,14,0.7549019607843137,108,13,0.7363636363636363,"Bug","2019-04-10T03:34:15.000+0000",False,0.0025182649839737,0.0,7.157360365544093e-05,0.0254353001376446,"A",0.3333333333333333,0.5,0.0,0.0,2.0,1.0,2.0,4.0,"chhsia0",0,0,0,2.0,2.0,0.0
"MESOS-9712","Bug","2019-04-09T14:38:20.000+0000",0,0,0,True,True,False,22,False,0,"Bug","2019-04-09T14:38:20.000+0000",135,-76.113,73.3545,230.54545454545456,67.5989,106.899375,34.4627,22.748417658131498,"Bug","2019-04-09T14:38:20.000+0000","nfnt","nfnt",35,0,0.8888888888888888,35,0,0.8888888888888888,63,3,0.984375,"Bug","2019-04-09T14:38:20.000+0000",False,0.0414032388904511,0.0,2.866321302063005e-06,0.3252326075459426,"S",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"nfnt",0,0,0,3.0,3.0,0.0
"MESOS-9711","Bug","2019-04-09T11:48:45.000+0000",0,0,0,False,False,False,0,False,0,"Bug","2019-04-09T11:48:45.000+0000",93,32.2298,20.8684,62.69736842105263,14.6641,16.870578947368422,15.9828,17.230249470757705,"Bug","2019-04-09T11:48:45.000+0000","bbannier","bbannier",59,6,0.9666666666666668,59,6,0.9666666666666668,107,13,0.7363636363636363,"Bug","2019-04-09T11:48:45.000+0000",False,0.0037857783671276,0.0,6.894104257735598e-09,0.0406823936255817,"S",0.35,0.4,0.0,0.4472154152220585,2.0,2.0,4.0,6.0,"bbannier",0,1,0,1.0,1.0,0.0
"MESOS-9699","Task","2019-04-04T15:50:22.000+0000",0,0,0,False,False,False,2,False,2,"Task","2019-04-04T15:50:22.000+0000",73,50.3254,13.6505,42.23423423423424,12.3678,17.126576576576575,15.7768,11.366600265340756,"Task","2019-04-04T15:50:22.000+0000","asekretenko","asekretenko",0,0,1.0,0,0,1.0,1,0,1.0,"Task","2019-04-04T15:50:22.000+0000",False,0.0350829734657795,0.0,5.352685710751124e-12,0.2731864505549329,"A",0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,"asekretenko",0,0,0,3.0,3.0,0.0
"MESOS-9699","Task","2019-04-04T15:50:22.000+0000",0,0,0,False,False,False,2,False,2,"Task","2019-04-04T15:50:22.000+0000",73,50.3254,13.6505,42.23423423423424,12.3678,17.126576576576575,15.7768,11.366600265340756,"Task","2019-04-04T15:50:22.000+0000","asekretenko","asekretenko",0,0,1.0,0,0,1.0,1,0,1.0,"Task","2019-04-04T15:50:22.000+0000",False,0.0130239064780577,0.0,7.873026593119624e-13,0.1377767931220865,"B",0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,"asekretenko",0,0,0,3.0,3.0,0.0
"MESOS-9696","Bug","2019-04-03T08:36:09.000+0000",0,0,0,True,False,False,0,True,0,"Bug","2019-04-03T08:36:09.000+0000",14,-152.43,11.3333,41.66666666666667,38.2467,41.648,51.702,10.745966692414834,"Bug","2019-04-03T08:36:09.000+0000","bbannier","bbannier",58,5,0.9666666666666668,58,5,0.9666666666666668,36,1,0.945945945945946,"Bug","2019-04-03T08:36:09.000+0000",False,0.0598649872596081,0.0,4.870766408850382e-12,0.3969664798754008,"A",0.35,0.4,0.0,0.4472154152220585,2.0,2.0,4.0,6.0,"bbannier",0,0,0,1.0,1.0,0.0
"MESOS-9694","Task","2019-04-02T01:20:50.000+0000",0,0,0,False,False,False,0,False,0,"Task","2019-04-02T01:20:50.000+0000",11,49.5427,11.6727,38.27272727272727,9.0818,8.476363636363637,11.9936,10.745966692414834,"Task","2019-04-02T01:20:50.000+0000","gilbert","gilbert",61,6,0.9516129032258064,61,6,0.9516129032258064,62,2,0.9523809523809524,"Task","2019-04-02T01:20:50.000+0000",False,0.0203130375713264,0.0,2.8887980627872038e-12,0.1879041840551547,"S",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,"gilbert",0,0,0,3.0,3.0,0.0
"MESOS-9692","Bug","2019-03-29T18:29:43.000+0000",0,0,0,True,False,False,0,False,1,"Bug","2019-03-29T18:29:43.000+0000",153,35.6566,16.7577,53.72865595942519,14.2837,23.054032121724426,23.4904,14.338934190276817,"Bug","2019-03-29T18:29:43.000+0000","mzhu","mzhu",25,8,0.8846153846153846,25,8,0.8846153846153846,22,4,0.8695652173913043,"Bug","2019-03-29T18:29:43.000+0000",False,0.0036437867113084,0.0,7.077004646985611e-08,0.0392110045653554,"S",0.5,1.0,0.0,0.7071072307527888,2.0,2.0,1.0,3.0,"mzhu",0,3,17,3.0,2.0,-1.0
"MESOS-9691","Bug","2019-03-28T22:53:01.000+0000",0,0,0,True,False,False,0,False,1,"Bug","2019-03-28T22:53:01.000+0000",163,39.5962,18.5587,52.74603174603175,12.9534,17.604126984126985,18.4542,15.649110640673518,"Bug","2019-03-28T22:53:01.000+0000","mzhu","mzhu",24,7,0.8846153846153846,24,7,0.8846153846153846,0,0,0.0,"Bug","2019-03-28T22:53:01.000+0000",True,0.0055151406750543,0.0,5.325383078298629e-07,0.0582802911972769,"S",0.5,1.0,0.0,0.7071072307527888,2.0,2.0,1.0,3.0,"mzhu",0,0,0,5.0,5.0,0.0
"MESOS-9688","Bug","2019-03-28T22:31:05.000+0000",0,0,0,False,False,False,0,False,1,"Bug","2019-03-28T22:31:05.000+0000",142,33.7347,19.1486,54.16082659478886,14.1969,17.653935309973043,17.5525,16.09307341415954,"Bug","2019-03-28T22:31:05.000+0000","mzhu","mzhu",23,6,0.8846153846153846,23,6,0.8846153846153846,0,0,0.0,"Bug","2019-03-28T22:31:05.000+0000",True,0.0064224162981309,0.0,2.534857986158574e-07,0.0672805215008594,"S",0.5,1.0,0.0,0.7071072307527888,2.0,2.0,1.0,3.0,"mzhu",0,6,2,5.0,5.0,0.0
"MESOS-9676","Task","2019-03-24T04:29:14.000+0000",0,0,0,False,False,False,0,False,0,"Task","2019-03-24T04:29:14.000+0000",9,82.39,8.2,45.5,3.755,6.120000000000001,9.9,8.477225575051662,"Task","2019-03-24T04:29:14.000+0000","gilbert","gilbert",60,5,0.9516129032258064,60,5,0.9516129032258064,0,0,0.0,"Task","2019-03-24T04:29:14.000+0000",False,0.0195983929619915,0.0,4.7531519645740606e-12,0.18239111683478,"S",0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,"gilbert",0,0,0,2.0,2.0,0.0
"MESOS-9667","Bug","2019-03-21T17:03:31.000+0000",0,0,0,True,True,False,0,False,0,"Bug","2019-03-21T17:03:31.000+0000",144,20.1524,29.2889,86.94771241830065,23.1183,30.4213725490196,16.565,21.43908891458577,"Bug","2019-03-21T17:03:31.000+0000","bbannier","bbannier",57,4,0.9666666666666668,57,4,0.9666666666666668,62,2,0.984375,"Bug","2019-03-21T17:03:31.000+0000",False,0.00324473199022,0.0,8.301307392549018e-09,0.0325570734972983,"A",0.5,0.6,0.0,0.5773510324314478,3.0,2.0,4.0,7.0,"bbannier",0,0,0,3.0,3.0,0.0
"MESOS-9661","Bug","2019-03-18T18:12:53.000+0000",0,0,0,True,False,False,0,False,1,"Bug","2019-03-18T18:12:53.000+0000",44,-16.5835,20.4122,67.35714285714286,21.6589,31.191428571428567,33.4612,16.96424004376894,"Bug","2019-03-18T18:12:53.000+0000","chhsia0","chhsia0",99,14,0.7549019607843137,99,14,0.7549019607843137,106,14,0.7363636363636363,"Bug","2019-03-18T18:12:53.000+0000",False,0.0176438430686878,0.0,1.3786180095422985e-07,0.1565987133683326,"A",0.3333333333333333,0.4285714285714285,0.0,0.4082495882536929,3.0,2.0,5.0,8.0,"chhsia0",0,0,0,1.0,1.0,0.0
"MESOS-9661","Bug","2019-03-18T18:12:53.000+0000",0,0,0,True,False,False,0,False,1,"Bug","2019-03-18T18:12:53.000+0000",44,-16.5835,20.4122,67.35714285714286,21.6589,31.191428571428567,33.4612,16.96424004376894,"Bug","2019-03-18T18:12:53.000+0000","chhsia0","chhsia0",99,14,0.7549019607843137,99,14,0.7549019607843137,106,14,0.7363636363636363,"Bug","2019-03-18T18:12:53.000+0000",False,0.0140924281518367,0.0,4.873243938280712e-07,0.1475503061413952,"B",0.3333333333333333,0.4285714285714285,0.0,0.4082495882536929,3.0,2.0,5.0,8.0,"chhsia0",0,0,0,1.0,1.0,0.0
"MESOS-9655","Improvement","2019-03-15T03:41:39.000+0000",0,0,0,True,False,False,2,False,0,"Improvement","2019-03-15T03:41:39.000+0000",42,57.7231,12.3757,41.80869565217391,7.4937,9.38217391304348,13.7183,10.745966692414834,"Improvement","2019-03-15T03:41:39.000+0000","chhsia0","chhsia0",98,14,0.7549019607843137,98,14,0.7549019607843137,0,0,0.0,"Improvement","2019-03-15T03:41:39.000+0000",True,0.0152782399264985,0.0,4.06201121614052e-12,0.1382241219738087,"A",0.3333333333333333,0.4285714285714285,0.0,0.4082495882536929,3.0,2.0,5.0,8.0,"chhsia0",0,0,0,1.0,1.0,0.0
"MESOS-9651","Task","2019-03-13T15:31:05.000+0000",0,0,0,False,False,False,0,False,0,"Task","2019-03-13T15:31:05.000+0000",9,50.665,8.2,45.5,8.18,8.475000000000001,12.845,8.477225575051662,"Task","2019-03-13T15:31:05.000+0000","gilbert","gilbert",59,4,0.9516129032258064,59,4,0.9516129032258064,0,0,0.0,"Task","2019-03-13T15:31:05.000+0000",False,0.0350236671239688,0.0,5.1847214956567e-11,0.3053181564176869,"B",0.2619047619047618,0.2857142857142857,0.0,0.3779661208094473,2.0,2.0,6.0,8.0,"gilbert",0,1,0,8.0,8.0,0.0
"MESOS-9648","Task","2019-03-11T22:13:31.000+0000",0,0,0,False,False,False,0,False,0,"Task","2019-03-11T22:13:31.000+0000",58,-24.1522,35.6138,101.10344827586206,31.0369,37.04810344827586,20.546,26.2379000772445,"Task","2019-03-11T22:13:31.000+0000","greggomann","greggomann",84,7,0.9411764705882352,84,7,0.9411764705882352,69,3,0.9285714285714286,"Task","2019-03-11T22:13:31.000+0000",False,0.0146073032417388,0.0,5.354884648033733e-10,0.1328826545131375,"A",0.3666666666666666,0.6666666666666666,0.0,0.5000017166182442,4.0,2.0,3.0,7.0,"greggomann",0,0,0,8.0,8.0,0.0
