"collab_betweenness","collab_closeness","collab_clustering_coeff","collab_eigen_vector","collab_in_degree","collab_kcore","collab_out_degree","collab_total_degree","issue_key","reporter"
0.3333333333333333,0.5,0.0,0.0,2.0,1.0,2.0,4.0,"MESOS-9729","chhsia0"
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,"MESOS-9727","kaysoky"
0.3333333333333333,0.5,0.0,0.0,2.0,1.0,2.0,4.0,"MESOS-9719","chhsia0"
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,"MESOS-9715","qianzhang"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MESOS-9712","nfnt"
0.35000000000000003,0.4,0.0,0.4472154152220585,2.0,2.0,4.0,6.0,"MESOS-9711","bbannier"
0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,"MESOS-9699","asekretenko"
0.35000000000000003,0.4,0.0,0.4472154152220585,2.0,2.0,4.0,6.0,"MESOS-9696","bbannier"
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,"MESOS-9694","gilbert"
0.5,1.0,0.0,0.7071072307527888,2.0,2.0,1.0,3.0,"MESOS-9692","mzhu"
0.5,1.0,0.0,0.7071072307527888,2.0,2.0,1.0,3.0,"MESOS-9691","mzhu"
0.5,1.0,0.0,0.7071072307527888,2.0,2.0,1.0,3.0,"MESOS-9688","mzhu"
0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,"MESOS-9687","asekretenko"
0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,"MESOS-9676","gilbert"
0.5,0.6,0.0,0.5773510324314478,3.0,2.0,4.0,7.0,"MESOS-9667","bbannier"
0.3333333333333333,0.42857142857142855,0.0,0.40824958825369295,3.0,2.0,5.0,8.0,"MESOS-9661","chhsia0"
0.3333333333333333,0.42857142857142855,0.0,0.40824958825369295,3.0,2.0,5.0,8.0,"MESOS-9655","chhsia0"
0.26190476190476186,0.2857142857142857,0.0,0.3779661208094473,2.0,2.0,6.0,8.0,"MESOS-9651","gilbert"
0.36666666666666664,0.6666666666666666,0.0,0.5000017166182442,4.0,2.0,3.0,7.0,"MESOS-9648","greggomann"
0.3,0.3333333333333333,0.0,0.40825002085140305,2.0,2.0,5.0,7.0,"MESOS-9643","qianzhang"
0.26190476190476186,0.2857142857142857,0.0,0.3779661208094473,2.0,2.0,6.0,8.0,"MESOS-9642","gilbert"
0.4107142857142857,0.625,0.0,0.5345231312830857,5.0,2.0,5.0,10.0,"MESOS-9639","chhsia0"
0.3666666666666667,0.5,0.0,0.47140602184482955,5.0,2.0,7.0,12.0,"MESOS-9637","bbannier"
0.33928571428571425,0.5,0.0,0.4082498478126095,4.0,2.0,5.0,9.0,"MESOS-9635","bennoe"
0.4107142857142857,0.625,0.0,0.5345231312830857,5.0,2.0,5.0,10.0,"MESOS-9632","chhsia0"
0.4107142857142857,0.625,0.0,0.5345231312830857,5.0,2.0,5.0,10.0,"MESOS-9626","chhsia0"
0.4107142857142857,0.625,0.0,0.5345231312830857,5.0,2.0,5.0,10.0,"MESOS-9625","chhsia0"
0.4107142857142857,0.625,0.0,0.5345231312830857,5.0,2.0,5.0,10.0,"MESOS-9624","chhsia0"
0.4107142857142857,0.625,0.0,0.5345231312830857,5.0,2.0,5.0,10.0,"MESOS-9623","chhsia0"
0.4107142857142857,0.625,0.0,0.5345231312830857,5.0,2.0,5.0,10.0,"MESOS-9622","chhsia0"
