"issue_key","issuetype","created","reporter","sp_estimator","reporter_bugnum","reporter_recent_bugnum","reporter_stable_sp_rate","estimator_bugnum","estimator_recent_bugnum","estimator_stable_sp_rate","assignee_bugnum","assignee_recent_bugnum","assignee_stable_sp_rate"
"APSTUD-8257","Bug","2014-08-01T09:42:59.000+0000","patroklo","patroklo",0,0,1.0,0,0,1.0,0,0,1.0
"APSTUD-8061","Bug","2013-12-11T14:18:59.000+0000","vsercu","vsercu",0,0,1.0,0,0,1.0,0,0,1.0
"APSTUD-8026","Improvement","2013-10-29T21:57:35.000+0000","mxia","mxia",5,0,1.0,5,0,1.0,23,0,0.84
"APSTUD-7638","Bug","2012-12-20T07:10:15.000+0000","victor-homyakov","victor-homyakov",3,1,0.75,3,1,0.75,21,2,0.84
"APSTUD-7634","Bug","2012-12-20T02:12:05.000+0000","newms87","newms87",0,0,0.0,0,0,0.0,26,0,0.9285714285714286
"APSTUD-7594","Story","2012-12-03T23:42:57.000+0000","cwilliams","cwilliams",70,6,0.9577464788732394,70,6,0.9577464788732394,51,3,0.9444444444444444
"APSTUD-7579","Bug","2012-11-23T16:44:59.000+0000","fzadrozny","fzadrozny",12,4,1.0,12,4,1.0,7,5,1.0
"APSTUD-7576","Story","2012-11-21T14:22:24.000+0000","cwilliams","cwilliams",69,5,0.9577464788732394,69,5,0.9577464788732394,6,4,1.0
"APSTUD-7575","Story","2012-11-21T14:21:36.000+0000","cwilliams","cwilliams",68,4,0.9577464788732394,68,4,0.9577464788732394,20,1,0.84
"APSTUD-7572","Story","2012-11-19T20:26:09.000+0000","cwilliams","cwilliams",67,3,0.9577464788732394,67,3,0.9577464788732394,50,2,0.9444444444444444
"APSTUD-7524","Bug","2012-10-23T13:01:15.000+0000","farfromrefuge","farfromrefuge",0,0,1.0,0,0,1.0,4,2,1.0
"APSTUD-7512","Improvement","2012-10-16T19:32:45.000+0000","fzadrozny","fzadrozny",11,4,1.0,11,4,1.0,12,6,1.0
"APSTUD-7500","Bug","2012-10-09T19:28:59.000+0000","fzadrozny","fzadrozny",10,5,1.0,10,5,1.0,11,6,1.0
"APSTUD-7442","Bug","2012-09-21T05:46:01.000+0000","cwilliams","cwilliams",66,2,0.9577464788732394,66,2,0.9577464788732394,49,3,0.9444444444444444
"APSTUD-7438","Bug","2012-09-20T10:46:52.000+0000","cwilliams","cwilliams",65,1,0.9577464788732394,65,1,0.9577464788732394,48,2,0.9444444444444444
"APSTUD-7410","Bug","2012-09-13T08:03:58.000+0000","cwilliams","cwilliams",64,1,0.9577464788732394,64,1,0.9577464788732394,2,0,1.0
"APSTUD-7367","Bug","2012-09-03T03:20:42.000+0000","wat2donext","wat2donext",0,0,0.0,0,0,0.0,192,47,0.9533678756476683
"APSTUD-7366","Bug","2012-09-03T00:47:47.000+0000","leo.unglaub","leo.unglaub",18,3,0.85,18,3,0.85,191,46,0.9533678756476683
"APSTUD-7358","Improvement","2012-08-30T13:44:15.000+0000","ingo","ingo",89,17,0.9555555555555556,89,17,0.9555555555555556,190,47,0.9533678756476683
"APSTUD-7352","Improvement","2012-08-29T11:35:10.000+0000","ingo","ingo",88,16,0.9555555555555556,88,16,0.9555555555555556,189,49,0.9533678756476683
"APSTUD-7339","Bug","2012-08-25T14:58:11.000+0000","thekar","thekar",0,0,1.0,0,0,1.0,188,50,0.9533678756476683
"APSTUD-7330","Bug","2012-08-23T06:56:26.000+0000","fzadrozny","fzadrozny",7,6,1.0,7,6,1.0,7,6,1.0
"APSTUD-7324","Bug","2012-08-21T14:08:05.000+0000","leo.unglaub","leo.unglaub",17,2,0.85,17,2,0.85,47,4,0.9444444444444444
"APSTUD-7318","Bug","2012-08-20T03:09:38.000+0000","sebfroh","sebfroh",0,0,1.0,0,0,1.0,186,49,0.9533678756476683
"APSTUD-7311","Bug","2012-08-17T10:49:49.000+0000","donwinchell@pbnet.com","donwinchell@pbnet.com",0,0,1.0,0,0,1.0,185,50,0.9533678756476683
"APSTUD-7297","Story","2012-08-13T17:11:46.000+0000","nle","nle",4,4,1.0,4,4,1.0,184,53,0.9533678756476683
"APSTUD-7286","Improvement","2012-08-09T09:18:57.000+0000","ingo","ingo",87,18,0.9555555555555556,87,18,0.9555555555555556,4,0,1.0
"APSTUD-7277","Improvement","2012-08-08T19:01:21.000+0000","mikey0000","mikey0000",0,0,1.0,0,0,1.0,183,53,0.9533678756476683
"APSTUD-7252","Bug","2012-08-03T12:10:46.000+0000","ingo","ingo",86,30,0.9555555555555556,86,30,0.9555555555555556,182,61,0.9533678756476683
"APSTUD-7251","Bug","2012-08-03T12:08:05.000+0000","ingo","ingo",85,29,0.9555555555555556,85,29,0.9555555555555556,181,60,0.9533678756476683
"APSTUD-7247","Improvement","2012-08-02T17:04:32.000+0000","klindsey","klindsey",36,1,0.8648648648648649,36,1,0.8648648648648649,9,1,0.6
"APSTUD-7246","Improvement","2012-08-02T17:02:19.000+0000","klindsey","klindsey",35,0,0.8648648648648649,35,0,0.8648648648648649,8,0,0.6
"APSTUD-7240","Story","2012-08-02T09:43:36.000+0000","ingo","ingo",84,28,0.9555555555555556,84,28,0.9555555555555556,179,59,0.9533678756476683
"APSTUD-7239","Story","2012-08-02T09:33:45.000+0000","ingo","ingo",83,27,0.9555555555555556,83,27,0.9555555555555556,178,58,0.9533678756476683
"APSTUD-7238","Story","2012-08-02T09:28:55.000+0000","ingo","ingo",82,26,0.9555555555555556,82,26,0.9555555555555556,177,57,0.9533678756476683
"APSTUD-7219","Bug","2012-07-30T22:39:26.000+0000","ingo","ingo",81,26,0.9555555555555556,81,26,0.9555555555555556,176,60,0.9533678756476683
"APSTUD-7217","Bug","2012-07-30T12:55:28.000+0000","cwoodhams","cwoodhams",0,0,1.0,0,0,1.0,175,61,0.9533678756476683
"APSTUD-7176","Bug","2012-07-23T03:46:33.000+0000","rvondergruen","rvondergruen",0,0,1.0,0,0,1.0,174,68,0.9533678756476683
"APSTUD-7160","Bug","2012-07-17T05:54:11.000+0000","leo.unglaub","leo.unglaub",16,3,0.85,16,3,0.85,25,11,0.9285714285714286
"APSTUD-7159","Bug","2012-07-17T05:26:01.000+0000","fzadrozny","fzadrozny",6,6,1.0,6,6,1.0,173,75,0.9533678756476683
"APSTUD-5040","Bug","2012-07-12T02:44:58.000+0000","ruffiem","ruffiem",0,0,1.0,0,0,1.0,24,10,0.9285714285714286
"APSTUD-5038","Bug","2012-07-11T15:12:45.000+0000","frntk","frntk",0,0,1.0,0,0,1.0,170,76,0.9533678756476683
"APSTUD-5028","Bug","2012-07-11T05:07:02.000+0000","jmchambers","jmchambers",0,0,1.0,0,0,1.0,169,77,0.9533678756476683
"APSTUD-5018","Bug","2012-07-09T07:41:09.000+0000","leo.unglaub","leo.unglaub",15,2,0.85,15,2,0.85,23,9,0.9285714285714286
"APSTUD-5017","Bug","2012-07-09T06:44:48.000+0000","acme","acme",0,0,1.0,0,0,1.0,167,76,0.9533678756476683
"APSTUD-5015","Bug","2012-07-09T01:45:53.000+0000","victor-homyakov","victor-homyakov",0,0,0.75,0,0,0.75,166,75,0.9533678756476683
"APSTUD-5002","Bug","2012-07-05T14:28:21.000+0000","ingo","ingo",79,38,0.9555555555555556,79,38,0.9555555555555556,165,74,0.9533678756476683
"APSTUD-4998","Bug","2012-07-04T08:23:26.000+0000","saidmoya","saidmoya",0,0,1.0,0,0,1.0,164,74,0.9533678756476683
"APSTUD-4994","Improvement","2012-07-03T09:11:33.000+0000","ingo","ingo",78,38,0.9555555555555556,78,38,0.9555555555555556,162,74,0.9533678756476683
"APSTUD-4992","Bug","2012-07-03T09:05:09.000+0000","ingo","ingo",76,36,0.9555555555555556,76,36,0.9555555555555556,22,8,0.9285714285714286
"APSTUD-4991","Bug","2012-07-03T09:01:20.000+0000","ingo","ingo",75,35,0.9555555555555556,75,35,0.9555555555555556,160,72,0.9533678756476683
"APSTUD-4986","Bug","2012-07-03T06:24:07.000+0000","ttau","ttau",0,0,1.0,0,0,1.0,158,70,0.9533678756476683
"APSTUD-4983","Bug","2012-07-03T02:34:51.000+0000","jack_kelly","jack_kelly",0,0,1.0,0,0,1.0,46,8,0.9444444444444444
"APSTUD-4975","Bug","2012-07-01T00:55:47.000+0000","firez5566","firez5566",0,0,1.0,0,0,1.0,157,71,0.9533678756476683
"APSTUD-4944","Bug","2012-06-21T07:13:00.000+0000","ingo","ingo",73,37,0.9555555555555556,73,37,0.9555555555555556,1,0,1.0
"APSTUD-4937","Bug","2012-06-19T19:47:39.000+0000","mwhawkins","mwhawkins",0,0,1.0,0,0,1.0,154,74,0.9533678756476683
"APSTUD-4935","Bug","2012-01-31T13:29:13.000+0000","jwitt","jwitt",10,6,0.9166666666666666,10,6,0.9166666666666666,40,22,0.9533678756476683
